rating,review,location
1.0,"WORST ER in the Katy area!  I brought my mom in because she is diabetic and had an infected toe.  They had her wait for 2 hours without even being triaged!  Mind you, it's a serious thing with injured, infected limbs on a diabetic but apparently they didn't think so or care.  She was getting tired of sitting there as something needed to be done right away so we left and called her on-call doctor.  He told us to go to the ER at Memorial Hermann Katy IMMEDIATELY because it was an EMERGENCY and she needed to be examined.  Well that is what we did and low and behold, the infection had set into the bone and they ultimately had to amputate her toe.  Had we waited around for Methodist to look at it, the infection might have gone further down her foot.  The ER here is a joke!",Houston Methodist West Hospital
1.0,"Waited for 50 minutes with my son in the E.R. who had a 104.5 fever and was never even called upon.  Had multiple people checked in before us who came in after us.  Took my son up the road to North Cypress Medical Center and was checked in within 5 minutes. Nurse walked in immediately after we entered his room and doctor was in within 5 minutes of that.  The longest we had to wait was the 15 minutes it took to get the lab results back that he indeed had the flu.  From the time we walked in to when we walked out was 45 minutes.  Not to mention the entire staff was AMAZING.  DO NOT WASTE YOU TIME AT Houston Methodist, go 5 minutes up the road where you will be truly cared about and taken care of.",Houston Methodist Willowbrook Hospital
3.0,"ER ROOM ONLY REVIEW: Unless you need stitches or are having a very very severe emergency please bring a book, crafts, iPad, DVD player etc...and get ready to wait a very long time. On the flip side, they offer free wifi! Please parents: bring something for your kids to keep them busy and occupied. Also, bring lots of sanitary wipes for the filthy seating. I do however like the staff that I have encountered and they all seem friendly enough.",Houston Methodist Willowbrook Hospital
5.0,"Cut my finger in half making an apple pie. Went &, only had to wait five minutes to be seen. Both nurses and doctors were very friendly. I couldn't have imagined it going any better",Houston Methodist Willowbrook Hospital
4.0,"Nice and clean and newly renovated!  Had my baby boy here during Thanksgiving 2012 and lots of helpful folks working there.  The nurses that took care of me were wonderful and always made sure I had what I needed.  Could not have been in better hands.  The Women and Children Pavilion is definitely state of the art and just feels that you can have your baby there knowing how clean and new it looks and not worry about some drab old hospital feel.  :),I was told the food in the cafeteria was good according to my hubby who ate a few meals there during my stay.  ,Thank you!",Houston Methodist Willowbrook Hospital
4.0,"My mother was admitted there last Friday through emergency due to having problems with her heart. Overall, based on her perspective and mine, the nurses were phenomenal! They had Really good bedside manners, very attentive to your needs and really fit right on in with the family. However, one of the cardiologists, Dr. Vivek were VERY rude. Actually, he was quite the opposite of what the nurses were. He was condescending, unprofessional and lacked any bedside manners. He blew off the nurses and our request to meet with him about my mom's specific situation, and his attitude was as if we were not supposed to ask questions. ,Overall, this hospital seems like a good place to be when you're ill. It's scenic with their garden and humanless playing piano in the front to welcome you. There are many quiet areas to wait in, and the parking is free! The food is not bad either, and they even have their own Starbucks inside, but beware of the slow lady they have working there; seems she's been with Methodist since they first opened. ;)",Houston Methodist Willowbrook Hospital
5.0,"My wife just had surgery here, actually just released on Tuesday afternoon from being there since Friday (8/22).  I really don't know how to express my appreciation for this hospital and it's Angels.  From registration to surgery to nurses to signing release forms....everything and everyone was very helpful.  We were treated as a part of their family, made sure my wife was comfortable at all times, even I was asked if I needed anything every time!  And I wasn't even the patient!  My wife and I were also very very pleased with our Urologlist, Dr. Thomas Hoang.  Every morning he would come in to let us know what he wanted for us and what his thoughts were on the healing process.  Outstanding performances from our Doctor, Nurses and the whole hospital crew!",Houston Methodist Willowbrook Hospital
4.0,"Needed to attend the Sports Therapy Section for my son...,... injuries aside, everything went well here. The staff is always helpful and always willing to help you do what is needed to get processed into appointments, help you during them, and get you out of there when you need to.,  This is the same therapists that will help you recover and any of your local sports figures from the: Rockets, Texans, Astros, or Dynamo.,  Good place to heal and get stronger, and a good place to know you are taken care of.",Houston Methodist Willowbrook Hospital
3.0,"Security? Security?,So, my cousin had baby #4 here and I stopped by to visit. The baby area is super confusing and there is a lack of security...anywhere in the building. ,The pluses are the nurses in the delivery/baby area are super nice and attentive. Her room was a good size and confortable enough. My cousin said she was happy with the experience and this is the 3rd baby she has had here.,Back to security, after putting in a few day visiting, her friend Ruth and I left around 11:30 pm. There was no one in the front of the buiding, and the theory is once you exit, you can't come back in unless you go through the ER. But the part they don't tell you is that someone will prob let you in. Which is how her friend Ruth got in after 9 pm. I think there should be more visible security. Just saying....,Overall it was an ok experience, it is a hospital. Keep in mind, that my review is based on being a visitor and not an actual patient :)",Houston Methodist Willowbrook Hospital
5.0,"Nice and clean hospital. Doctors and nurses are all very nice and caring. I had both of my boys at this hospital and they took good care of us. ,Call me crazy but I actually like hospital food here!!! ,I've been to the ER twice. Both times I was here all day but they took care of me and I felt better after I left.",Houston Methodist Willowbrook Hospital
5.0,Had a MRI on my hip. Go in and out fast. I had to take my ring off during MRI. Nurse took it and didn't steal it. Staff was nice and prompt.  Schupp sports medicine dr fantastic.,Houston Methodist Willowbrook Hospital
4.0,The Women Center is very amazing!,Houston Methodist Willowbrook Hospital
5.0,"I love how friendly and helpful everyone is in this hospital. WiFi service works well down some of the hallways where services cannot connect. Cafe was delicious and very reasonably priced.,There is a sort of energy about this place I absolutely love and admire when my family seeks treatment here.",Methodist Sugar Land Hospital
1.0,"Went in yesterday for dehydration from the flu while pregnant. The first nurse that put in the IV needle told me I was going to feel a feel a prick. I wasn't worried as needles do not scare me nor hurt me, but for some reason this time it was actually very painful and I said something to her. She just looked at me and said ""oh"" I then mentioned my throat has been severely sore for a week, the nurse looked in my throat and told me she didn't see any puss so she didn't take a swab to test for strep. Sure enough that night while I'm sleeping I'm struggling to pass air through my airway. I go to my trusted Methodist in Katy and immediately they took at swab for strep and was very confused why the hospital yesterday didn't run a test. My tonsils were swollen, my uvula was swollen, and my lymph nodes were swollen. I felt like all of this could've been avoided if the nurse wasn't being lazy at Sugarland. My current ob delivers at the Methodist in sugarland but I will switch ob to not deliver here and to deliver my second child at the Methodist in Katy. Also my arm is bruised where the IV needle was. Thanks.",Methodist Sugar Land Hospital
4.0,"A friend of mine was here having her baby girl a couple of weeks ago and I was in the labor and delivery room helping with delivering the baby, where I had a good 10+ hours worth of experience with the superior patient service.  Why was I part of the baby delivery?! Oh well, thanks to the husband/ father's a bad fear of blood! Lol.  Anyways.....So, everyone working in and around the hospital, from front desk receptionists and security officers, to nurses and physicians, was friendly, helpful, professional and accommodating, and everywhere seemed clean and highly sanitized. The hospital building was huge and the patient rooms were pretty spacious. Food service was not bad at all!  The meals were served promptly in big portions, looked all colorful (with lots of veggie) and nutritious, and tasted fully legit (just a tad bland) according to the new mom.  The hospital's food service team must have been working hard to drive away the stereotype of nasty hospital food! muahahaa.  The gift shop located right by the front entrance was such a cute lil' place to shop at!! The stuffed animals, the baby corsages, OMG all were adorbs!  Gladly, the new mom and the newborn were discharged 2 days after the baby's birth, going home all healthy and happy.  And now, I am a new Godmom! Yay!",Methodist Sugar Land Hospital
5.0,"This is very first hospital stay experience but I was very impressed. I've been in the medical industry and have done clinical rotations in many many hospitals so I'm very familiar with it...but I've never been an actual patient until now. I visited Methodist for a tour months ago and was impressed with their fast and friendly service and standards. Nice huge birthing suites. New hospital so very clean and beautiful. Highly recommend staff by my Ob Gyn who actually has rights to memorial Herman too but prefers here. I was induced here and every single person was pure sweetness, friendly, helpful and fast. From the nurses to the housekeeping staff, they made sure I was comfortable and happy. I was well taken care of 24 hrs a day (I had complications during and after birth) & I couldn't have been more confident of the staff to care for me & my little family. I highly recommend this hospital to everyone. I was here tues-fri and didn't want to leave! It was kind of like a hotel. There's also a Starbucks on site. Room service food is pretty decent but again very friendly. 2 thumbs up Sugar Land Methodist!!",Methodist Sugar Land Hospital
5.0,"I was refered by Urgent , the ER. They made admitting efficient as possible. Rearranging beds to fit me in. I landed in cardiac floor. I'm not a cardiac patient but this was a fab room. I got a very unexpected diagnosis of a neural sheath tumor. I'm a closet smoker.not good. ,But the nursing staff and in particular Joanne (sp) tolerated me. Even amusing me...they were very professional even when i wasn't., The only complaint i have...the vending machine in ER lobby does not accept $5 bills as it claims. You are reduced to the cardiac menu. Which really is pretty good. ,Upside... they actually remind you to order if you're medicated and forget. johanne paid that close of attention. Its a lovely facility but at the end of the day when you get stunning news i hope youre at Methodist sugar land...4th fl ask for room 409 and joanne! She deserves the Daisey award.,Please excuse editing",Methodist Sugar Land Hospital
1.0,The most terrible customer service I have ever received in a medical setting. The pre registration team is rude and utterly incompetent. I had an imaging appointment scheduled. They cancel it without consulting me. The gentleman performing the registration had no idea what he was doing and put me on the phone with an extremely rude woman who cannot explain to me without being completely rude and raising her voice why I cannot have my imaging done. Shame on you for treating your patients this way.,Methodist Sugar Land Hospital
5.0,"I initially took my father to Memorial Hermann Southwest and even though my father was in a lot of pain, they made him wait for a little over an hour which I think was BS especially since the staff thought could be experiencing a minor stroke. Running out of patience, we decided to go to the ER at Methodist and from that moment on, Methodist will be the first choice for my family medical emergencies!,As soon as we got to Methodist, the staff brought him in right away and started taking his vitals, blood tests, and ordered for a CT scan. Because it could potentially be a minor stroke, they immediately admitted him that same evening to keep close monitor on his condition.,From the minute we arrived to the minute we left, we were provided with world class services -- exceptionally excellent -- caring doctor, to nurses, to assistants, to staff members. We truly appreciate what you all have done for my father and his stay at Methodist.,Given that it's a hospital and certain things (such as medications) that was needed wasn't readily available so it extended his stay time, however, they were apologetic and made sure my father was as comfortable as possible.,On the last night of his stay he had a nurse by the name of Nanaya M. and she was very detailed with his medications explaining what its purpose and helped us understand his condition. She was always smiling and sparkling conversations which to me makes everyone that was on edge feeling a little at ease. She is the true definition of customer service and if anyone is lucky enough to have her as your RN, it will make your hospital stay just that much better.,All in all, I would definitely recommend my friends and family to Methodist in Sugar Land.",Methodist Sugar Land Hospital
2.0,"The more I go to this hospital the less I like it!! From them abandoning me during my delivery and giving me ZERO breastfeeding guidance and advice, to getting charged a  $10 late fee for a breast pump, when the agreement clearly says that if you don't return it, they'll presume you want it another month and charge your card another month, up to 3 months.,So I figured they'd charge me another month (which is what I wanted).  They called and told me they needed my credit card information to charge me another month, i went in, they charged me the two months PLUS a 2 day late fee!!! Furious! ,The more I use this hospital, the less happy I am with it.  Let's also not forget the administrative nightmare every damn time you call or attend.  They all want the EXACT same information, EVERY time - surely you have it after the first 200 trips?????? ,Methodist is also markedly more expensive than Memorial Hermann - if your insurance covers it, go down the freeway a bit - much better experience!!",Methodist Sugar Land Hospital
5.0,Love it close to home. Great docs.  Great cafeteria. A place where any top doc would love to practice medicine. They have a gym for employees.  Volunteer services help when your lost or need a wheelchair ride.  They have tons of expansion going on at this hospital.  Both my kids were born here and we loved the service my wife got and she would not want to deliver in any other maternity ward.  They have a gift shop next to the Sweetwater pavilion entrance where you can purchase a gift for a loved one who is ill.,Methodist Sugar Land Hospital
2.0,"The Breast Center sent me a letter stating that my mammogram showed I needed further evaluation. I never got the mammogram!!!!  I refused it in fact. I did get a breast ultrasound and got the results from that in the same letter. At the time of my ultrasound, Dr. Phillips (radiologist) asked me about refusing the mammogram, I told him I got a thermogram (noninvasive, procedure that looks for hot spots) he laughed, yes he laughed. I also see a breast specialist to take care of my high risk status. I felt angry that my personal choice was not respected. I called Maria, head of the Breast Center and she was very nice. She looked into my complaints and she talked to Dr. Phillips. She called and apologized for  Dr. Phillips. I guess he was too busy to apologize himself.  ,The letter bothers me as it appeared to be computer generated, with the default being the patient has as problem. I am sure I am not the only one getting alarming false reports.,My trust in traditional medicine just took a major hit. ,I refused the mammogram based on the fact that exposure to radiation increases the risk of cancer and regularly using radiation to look for cancer is crazy as it harms many women while helping some.",Methodist Sugar Land Hospital
5.0,I just got discharged from a 4 day stay. I was brought here due to a urgent care visit for severe stomach pain. This turned into something that one of the Physicians here actually caught. I had the procedure and was treated wonderfully by the staff here. The nursing staff was absolutely amazing very attentive and professional. My room was huge very clean.  This is my families hospital and I  so Thankful my condition was caught it been undetected for months.,Methodist Sugar Land Hospital
1.0,"Poor service and skill level. Not one nurse could place an IV in me the 5 days I was there. Respiratory attempted an ABG and gave me thrombopheblitis.  If you need real medical go to Medical Center!! Only positive was Dr. Shah with pulmonary, he is knowledgeable and very nice!!",Methodist Sugar Land Hospital
1.0,"Here, we have another healthcare organization pulling one over on their patients.,When I visit with the doctor my assumption is when I pay my co pay, I am fulfilling my financial obligation for that visit.,No so. This organization is fine with tacking on charges I had no idea I would be paying for. The doctor not the lab person mentioned anything about supplemental charges. Typical healthcare swindlers.",Methodist Sugar Land Hospital
1.0,"Please do not take this towards the intake staff, but the doctor I had, was horrific. I went in with back pain, (which I do have a spinal fusion) but also diarrhea and vomiting for 9 days... the doctor barely took any time with me, gave me a shot for the pain, sent me on my way. I took the script he'd given me to my pharmacy that night, and found out the medication the doctor gave me would cause a seizure with the medicine I am already on.... Thank God for my pharmacist. I could have died really. The next night I ended up back in the ER, but chose a better one, and in 15 minutes they gave me 2L of iv fluids due to how dehydrated I was... the night before the doctor who prescribed me a dangerous med that could have caused a seizure didn't even ask if I needed any fluids... Forget Katy, if it's serious, Methodist Medical Center... It's farther, but they have a specialist of every department on call 24/7 and it could be the care that could save you're life...",Houston Methodist West Hospital
1.0,"The emergency room here at this hospital is a joke.,I was having a miscarriage and came to the ER on a weekday. ,The front office staff were so busy arguing about what to eat for lunch, that they hardly paid any attention to the physical and mental state I was in. ,Once I was admitted into a room, the phlebotomist came by to draw my blood, and she was completely rude and inconsiderate. ,My veins are small, so she had a bit of a struggle. Once she stuck the needle in, she began to dig so deeply into my arm that I even began to cry. She obviously didn't care, and continued to dig it deeper, to where she just gave up, took the needle out and inserted it into a different area on my arm. ,Once the blood was flowing in, she began to squeeze my upper arm and I don't even know what happened, but blood squirted all over the floor, bed and my gown. She didn't even bother to clean me up at all or apologize and left.,I literally looked like I murdered someone.,I was sent in for an ultrasound and once I was admitted back, I was left alone for HOURS.,No one came to check on me or ask how I was doing. ,About 4 hours later, a nurse came in and said I was getting discharged?! Wtfreak? She said my HCG levels were still doubling from the last time I saw my obgyn (she spoke with my obgyn earlier ""supposedly"") and said I can leave. ,I left with dried blood all over my arm and in excruciating pain. I ended up miscarrying the baby that evening. ,I've heard good things about their labor and delivery, but their ER is trash. Worst experience ever. ,Save yourself the trouble and go somewhere else.",Houston Methodist West Hospital
5.0,"We delivered our son here a few weeks ago and I want to say that this is a WORLD CLASS birthing center.  The care was impeccable, I felt like I was at a hotel, not a hospital.  I delivered our first son here in 2012 and it was good then, but now I can tell the improvements made are great.,They strongly encourage breastfeeding, they listen, they continually care about managing pain and needs.  I remember one night I was bawling at 2 am because I was struggling to nurse when the nurse came to check in on me, she brought me cookies and ice cream and then helped me get my son to latch; that's above and beyond in my book.,We are blessed to have such a center of excellence in birthing in the Katy Community.",Houston Methodist West Hospital
5.0,"This is an awesome ER and Hospital, fast registration and provider was in the room really quick.",Houston Methodist West Hospital
4.0,"Took my dad to the ER three times over the last 10 days. The wait times were 15 minutes, 1 minute and 4 minutes respectively. Registration was fast. The only negative about registration is that the information keyed in at the front desk is pretty much ignored by the nursing staff. They ask for everything again. History. Meds. Pain level. Current symptoms. One nurse said the computer systems were not tied together.,The nursing staff was for the most part very professional. There were two exceptions. But there always are. ,We were admitted on one occasion through the ER and that was quick and painless. No additional paperwork. There was a lack of communication with the surgeon, who was supposed to meet with us and explain the options. That didn't happen until moments before the surgery the next morning. ,This is my dad's go to hospital and for good reason.",Houston Methodist West Hospital
5.0,Excellent facility. It looks very luxurious.  I actually call it the Bentley of hospitals here in Houston.  The staff was very attentive when my mother came in from a car accident. She was seen rather quickly and the staff was very professional and detailed. I'm very happy with the clean and safe practices that were used.,Houston Methodist West Hospital
1.0,"There is only FOUR people in the waoting room. Tons of people have left and yet NOT 1 person from the waiting has ben called. Its a freaking graveyard. ,Rude staff, they are far from patient oriented. They could care less. No bed side manners. Asking questions gets you a snide remark or scuff of the mouth.  ME: how much longer?   (first time ASKING in 3 1/2 hours with a vomiting feverish kid, temp of 102).  Her: (Not checking the computer) You are after a few people... ME: I have been here longer than the 3 of them. HER: Oh well I guess your next. ,Take your family ANY where else. People have been leaving in scores because of the wait. Others like myself have been waiting it out to no avail. I will NEVER come here again. Awful service. ,Wait for them to care & it will no longer be an emergency....",Houston Methodist West Hospital
4.0,Took my best friend here when she was down visiting. They were very prompt and nice. It was my best friends birthday and they gathered up a lot of nurse's and surprised us by singing to her. Then they followed up a few days later to check on her.,Houston Methodist West Hospital
1.0,"I will not use this hospital system again!,Started great in the ER and then downhill for days. Miss communication from admission to discharge. The staff were confused and lack processes for tracking patients.  They did not keep me or my family members updated as to what was going on. The credentialing body was in the building and they seemed more interested in them than taking care of patients. Then the business financial counselors were incompetent and deceptive.  Gave the wrong deductible and presented their charges without taking into account the negotiated insurance rates that are much much lower.  The nursing staff needs upgrade as I saw multiple incidents of infectious control failures.  Also I had to tell the nurses my medication was due, when equipment alarms were going off z(for hours at times),  and remind them to change my dressing several times.  What a mess! I was told that the staff was supposed to check on you every hour, only the night shift did that, waking you up. The day shift were ghosts.",Houston Methodist West Hospital
1.0,"went to the ER last night 11.01.2012 and it was by far the WORST experience I have had.,First and foremost I have a very serious Auto Immune disease called Addison's Disease. It is a life threatening disease and I am STEROID dependent because my body does NOT produce it.,It was a busy night I understand but I waited in the waiting area for 2 1/2 hours while I vomited the ENTIRE time. (When vomiting I have to have an IV and steroid IV or I WILL have an Addisonian Crisis and CAN DIE. ,After I was called into the room I started puking up blood. After I filled up my second bag of blood and was have EXTREME pain the Doctor casually walked in threw the bag away and said, ""Do you realize we have more bags you need to throw this away"" OMG! REALLY! I said, "" Yes I have filled several of these up and I thought you would want to see that I was vomiting blood"" He BLEW me OFF again!,Doc left the room and I waited for another hour NO IV no STEROID NO NADDA!,Finally I started having crisis symptoms I got really upset and told the nurse in the Doctor that I NEEDED my STEROIDS and Medication!!! It took 5 HOURS after all of this and FINALLY they casually gave me treatment. :/   ,I went for an ultra sound. And about 45 min later the Pain came back and I asked them for something else....20 min later Nurse came back in and said well you are allergic to morphine so I CANT give you anything.. and your test game back normal you gallbladder is fine you can go home!!!!,REALLY what if it was something else.....Im still sick and now have a nice hospital bill on the way!!!  TERRIBLE TERRIBLE TERRIBLE.....",Houston Methodist West Hospital
5.0,"Great hospital.  My son and I have both had procedures done here for different reasons and it has always been great for us.  They are very thorough with information leading up to the surgeries, etc.  They value you as a person, no matter how old you are, and they are always looking out for your best! I wouldn't go anywhere else.",Houston Methodist West Hospital
1.0,"No stars. Very low staff. My 86 year old mother went in for a femur fracture and came out with a stage 3 sacral decubitus ulcer. No communication to the family about this. Discovered this the night of her return home. REALLY!!  Diapers were not changed, no repositioning, and now dealing with this ulcer. I hope the upper management are all pain free and feeling good about their jobs, because you have made my mother now go through some difficult times and healing. This could have been totally avoided. ,Her Daughter, RN",Houston Methodist West Hospital
1.0,"My daughter and I were involved in a car accident and went to the ER at Houston Methodist West Hospital. The staff at the front was very unconcerned, inattentive and distracted by their own personal conversations. When we were finally seen, they attempted to put myself and my daughter, a minor, and still shaken up from the accident, in separate rooms; only after complaining did they decide that it was ok to keep us together. The nurse practitioner who saw us however, was friendly and helpful, along with the radiologists. After being seen we were advised to call back to schedule a follow up appointment (at the same hospital) in 2-3 days, and they gave us the necessary paperwork to support this statement. Within the timeframe (2nd day) I called and left a message requesting a call back; no call back. I called again the next day and spoke to Kim, the person who answered the phone. I explained the reason for my call and tried to schedule a follow up appointment; first she told me that I couldn't be seen for a week, then after placing me on hold, she came back only to tell me that they don't do follow ups and that if I was having chest pain (something that they knew of on the first day I arrived in the ER), I would need to go somewhere else because they don't handle that there. I indicated that I was following the instructions that were given to me from Houston Methodist West Hospital; Kim advised that I follow up with my general practitioner... ,This hospital was extremely unhelpful, discourteous and did all they could to make a bad situation worse. If you want efficient, kind, professional and attentive care, think twice before being persuaded by the new and shiny outward appearance of Houston Methodist West Hospital, you will NOT find it there.",Houston Methodist West Hospital
5.0,"This hospital was very fancy their was a fireplace still picture on the flat screen when i entered my room which put me at ease.All the nurses were very nice and professional.The doctors were very attentive and precise.The housekeepers kept my room clean and upon my request after a 3 day stay i got my sheets changed.yay,I love cleanliness.I was one of those patients that had air fresheners in my room,plants and not to mention i even washed my hair and prepared it for my vistors to come on an everyday basis.My nurses were complimenting me saying my room was the freshest smelling room ever.Maybe thats why they gave me popsicles and treats!!!",Houston Methodist West Hospital
5.0,"I have to admit the first time I came here was for surgery and the instructions they gave were very confusing. After all that though, it's the best hospital I've been to.",Houston Methodist Willowbrook Hospital
5.0,"I just returned from having outpatient testing and lab work at this hospital.  Yes, I can be a,grump at times when warranted. Well, from the time I signed in at the front desk , I only waited 5 minutes to be talking with schedulers and insurance personnel.  This lady was awesome as my papers were a mess.  (not my fault)  lol   I am backing up a bit as I did make a call an hour before I got to the hospital this morning.  Dear DEAR Connie in your scheduling dept helped me immensely with Tests names and to make sure ICD codes were correct as I literally hate dealing with MEDICARE as you must have all your EYES dotted and TEES crossed or you will be in deep doo doo. ,I am a double STEMI patient and in heart failure. I need hugs and sure got them today with every single staff member who walked my walk with me.  Thank You Methodist Sugar Land. I shall return.  xoxo",Methodist Sugar Land Hospital
5.0,"Mom had a colonoscopy done here.  It was a day surgery.  Things ran pretty smoothly and the staff was all pretty nice.  We checked in, filled out some paper work and then got called to get some billing information.  After that, we were called into the ""pods"" - they are basically your patient rooms but smaller b'c you're only there for a little while.,It's a little annoying that all the preparation takes longer than the procedure itself!!  But I guess that's just how things are.  But like I mentioned before, it all ran as smoothly as things like this can go and it was as pleasant as an experience like this can be.",Methodist Sugar Land Hospital
3.0,"2 parts for this review.,1)Unexpected hidden gem:,Great study spot. Open 24 Hrs. ,Free Wifi. Free coffee, free water. ,2nd floor day surgery lobby area is quiet as a mouse.,2) pretty bad experience for my dad as a patient here. definitely not going to recommend being a patient here.",Methodist Sugar Land Hospital
1.0,My Mom was released from Methodist Sugar Land Hospital even though she could barely stand or walk and she is still very sick and weak. Methodist Hospital in Sugar Land couldn't get rid of her fast enough for them even though she has insurance and will self pay what insurance doesn't cover. Doctor there was a horrible reflection on the medical profession. Doctor who insisted on discharge did not even bother to come see her physically on day of discharge to know her condition. She phoned it in. But they do have a big beautiful statue of Jesus reaching out to a sick person as you walk in the lobby.,Methodist Sugar Land Hospital
5.0,The staff in Labor and Delivery are amazing. We cannot imagine having are kids any place else.,Methodist Sugar Land Hospital
5.0,"I've gone to this hospital for my colonoscopy.  The check in was fairly quick and easy.  They got me in on time which is the best part.  All the nursing staff was nice as well.  My wife gets her procedures (colonoscopy/mammograms) done her as well and has the same results.  Hopefully, I won't ever have to comment on their emergency room procedures. ;)  My neighbor uses another hospital in Sugar Land (insurance reasons).  Bad results from them.",Methodist Sugar Land Hospital
4.0,"I spent a week here in November 2013. I had the flu, H1N1, that progressed to pneumonia. I thought the doctors and nurses were top notch, very thorough and caring of the patients. I'd recommend this hospital to anyone. The only reason I didn't give this hospital 5 stars is that the food is really, really mediocre. They need to get one of those chefs who knows how to brighten up institutional food so it doesn't all taste like cardboard. But, since that's not the most important thing, I highly recommend this hospital.",Methodist Sugar Land Hospital
